============================================================
data:
  name: ettm1
  root_path: data/ETT-small
  data_path: ETTm1.csv
  data_kind: ETTm
  features: M
  target: OT
  freq: t
  n_vars: 7
model:
  name: metatsf_mlp
  type: mlp
  d_model: 128
  n_layers: 2
  dropout: 0.1
  channel_mlp_mult: 2
  revin: true
  affine: true
  mixer:
    type: mlp
    hidden_mult: 2
    dropout: 0.1
train:
  name: default
  seq_len: 96
  label_len: 48
  pred_len: 192
  batch_size: 32
  num_workers: 4
  train_epochs: 30
  patience: 8
  learning_rate: 0.001
  loss: mse
  lradj: type3
  weight_decay: 0.0
  gradient_clip: 1.0
  use_amp: true
  gpu_resident_data: false
  matmul_precision: highest
  log_interval: 50
  val_interval: 1
  checkpoint_dir: checkpoints
  use_wandb: false
  wandb_project: vglg-tsf
seed: 2021
device: cuda
project: vglg-tsf
run_name: null
tag: metatsf_tuned

============================================================
Loaded data | train=34273 val=11329 test=11329
Built model: metatsf_mlp | params=169,528
  epoch 1 batch 50/1071 loss=0.405479
  epoch 1 batch 100/1071 loss=0.389342
  epoch 1 batch 150/1071 loss=0.382818
  epoch 1 batch 200/1071 loss=0.376399
  epoch 1 batch 250/1071 loss=0.371683
  epoch 1 batch 300/1071 loss=0.367751
  epoch 1 batch 350/1071 loss=0.363469
  epoch 1 batch 400/1071 loss=0.360692
  epoch 1 batch 450/1071 loss=0.357560
  epoch 1 batch 500/1071 loss=0.355230
  epoch 1 batch 550/1071 loss=0.354319
  epoch 1 batch 600/1071 loss=0.352843
  epoch 1 batch 650/1071 loss=0.351569
  epoch 1 batch 700/1071 loss=0.349495
  epoch 1 batch 750/1071 loss=0.348339
  epoch 1 batch 800/1071 loss=0.346692
  epoch 1 batch 850/1071 loss=0.346044
  epoch 1 batch 900/1071 loss=0.344516
  epoch 1 batch 950/1071 loss=0.343468
  epoch 1 batch 1000/1071 loss=0.342462
  epoch 1 batch 1050/1071 loss=0.341308
Epoch 1 | train_loss=0.340934 val_mse=0.514904 val_mae=0.471874 (104.7s)
  Validation improved to 0.514904; saved checkpoint.
  epoch 2 batch 50/1071 loss=0.324190
  epoch 2 batch 100/1071 loss=0.322093
  epoch 2 batch 150/1071 loss=0.318466
  epoch 2 batch 200/1071 loss=0.318701
  epoch 2 batch 250/1071 loss=0.318870
  epoch 2 batch 300/1071 loss=0.318588
  epoch 2 batch 350/1071 loss=0.318231
  epoch 2 batch 400/1071 loss=0.317678
  epoch 2 batch 450/1071 loss=0.317243
  epoch 2 batch 500/1071 loss=0.317029
  epoch 2 batch 550/1071 loss=0.316120
  epoch 2 batch 600/1071 loss=0.315679
  epoch 2 batch 650/1071 loss=0.315403
  epoch 2 batch 700/1071 loss=0.315025
  epoch 2 batch 750/1071 loss=0.314983
  epoch 2 batch 800/1071 loss=0.314935
  epoch 2 batch 850/1071 loss=0.314732
  epoch 2 batch 900/1071 loss=0.314842
  epoch 2 batch 950/1071 loss=0.314477
  epoch 2 batch 1000/1071 loss=0.314337
  epoch 2 batch 1050/1071 loss=0.314421
Epoch 2 | train_loss=0.314282 val_mse=0.512734 val_mae=0.471781 (101.3s)
  Validation improved to 0.512734; saved checkpoint.
  epoch 3 batch 50/1071 loss=0.311439
  epoch 3 batch 100/1071 loss=0.307104
  epoch 3 batch 150/1071 loss=0.308345
  epoch 3 batch 200/1071 loss=0.307976
  epoch 3 batch 250/1071 loss=0.308346
  epoch 3 batch 300/1071 loss=0.306713
  epoch 3 batch 350/1071 loss=0.306030
  epoch 3 batch 400/1071 loss=0.306461
  epoch 3 batch 450/1071 loss=0.305783
  epoch 3 batch 500/1071 loss=0.304780
  epoch 3 batch 550/1071 loss=0.304734
  epoch 3 batch 600/1071 loss=0.303874
  epoch 3 batch 650/1071 loss=0.303211
  epoch 3 batch 700/1071 loss=0.303648
  epoch 3 batch 750/1071 loss=0.303444
  epoch 3 batch 800/1071 loss=0.303895
  epoch 3 batch 850/1071 loss=0.303958
  epoch 3 batch 900/1071 loss=0.304204
  epoch 3 batch 950/1071 loss=0.304383
  epoch 3 batch 1000/1071 loss=0.303748
  epoch 3 batch 1050/1071 loss=0.303611
Epoch 3 | train_loss=0.303550 val_mse=0.511981 val_mae=0.473068 (102.2s)
  Validation improved to 0.511981; saved checkpoint.
  epoch 4 batch 50/1071 loss=0.297334
  epoch 4 batch 100/1071 loss=0.297379
  epoch 4 batch 150/1071 loss=0.297709
  epoch 4 batch 200/1071 loss=0.296999
  epoch 4 batch 250/1071 loss=0.298145
  epoch 4 batch 300/1071 loss=0.298456
  epoch 4 batch 350/1071 loss=0.297900
  epoch 4 batch 400/1071 loss=0.297309
  epoch 4 batch 450/1071 loss=0.296038
  epoch 4 batch 500/1071 loss=0.296864
