============================================================
data:
  name: ettm2
  root_path: data/ETT-small
  data_path: ETTm2.csv
  data_kind: ETTm
  features: M
  target: OT
  freq: t
  n_vars: 7
model:
  name: metatsf_vglg
  type: vglg
  d_model: 128
  n_layers: 2
  dropout: 0.1
  channel_mlp_mult: 2
  revin: true
  affine: true
  mixer:
    type: vglg
    kernel_size: 31
    rank: 8
    dropout: 0.1
    gate_hidden: 16
    gate_entropy_reg: 0.0
    gate_mode: learned
train:
  name: default
  seq_len: 96
  label_len: 48
  pred_len: 720
  batch_size: 32
  num_workers: 4
  train_epochs: 30
  patience: 8
  learning_rate: 0.001
  loss: mse
  lradj: type3
  weight_decay: 0.0005
  gradient_clip: 1.0
  use_amp: true
  gpu_resident_data: false
  matmul_precision: highest
  log_interval: 50
  val_interval: 1
  checkpoint_dir: checkpoints
  use_wandb: false
  wandb_project: vglg-tsf
seed: 2021
device: cuda
project: vglg-tsf
run_name: ettm2_metatsf_vglg_h720_wd0p0005_s2021
tag: metatsf_h720_scout

============================================================
Loaded data | train=33745 val=10801 test=10801
Built model: metatsf_vglg | params=110,554
  epoch 1 batch 50/1054 loss=0.598189
  epoch 1 batch 100/1054 loss=0.575052
  epoch 1 batch 150/1054 loss=0.580223
  epoch 1 batch 200/1054 loss=0.588847
  epoch 1 batch 250/1054 loss=0.594013
  epoch 1 batch 300/1054 loss=0.588863
  epoch 1 batch 350/1054 loss=0.589348
  epoch 1 batch 400/1054 loss=0.589235
  epoch 1 batch 450/1054 loss=0.585842
  epoch 1 batch 500/1054 loss=0.582979
  epoch 1 batch 550/1054 loss=0.576930
  epoch 1 batch 600/1054 loss=0.578937
  epoch 1 batch 650/1054 loss=0.578883
  epoch 1 batch 700/1054 loss=0.575067
  epoch 1 batch 750/1054 loss=0.573304
  epoch 1 batch 800/1054 loss=0.571878
  epoch 1 batch 850/1054 loss=0.571543
  epoch 1 batch 900/1054 loss=0.570988
  epoch 1 batch 950/1054 loss=0.569633
  epoch 1 batch 1000/1054 loss=0.569318
  epoch 1 batch 1050/1054 loss=0.569160
Epoch 1 | train_loss=0.569037 val_mse=0.283353 val_mae=0.365396 (25.1s)
  Validation improved to 0.283353; saved checkpoint.
  epoch 2 batch 50/1054 loss=0.534660
  epoch 2 batch 100/1054 loss=0.528558
  epoch 2 batch 150/1054 loss=0.525648
  epoch 2 batch 200/1054 loss=0.527097
  epoch 2 batch 250/1054 loss=0.525919
  epoch 2 batch 300/1054 loss=0.525301
