============================================================
data:
  name: weather
  root_path: data/weather
  data_path: weather.csv
  data_kind: custom
  features: M
  target: OT
  freq: t
  n_vars: 21
model:
  name: metatsf_vglg
  type: vglg
  d_model: 128
  n_layers: 2
  dropout: 0.1
  channel_mlp_mult: 2
  revin: true
  affine: true
  mixer:
    type: vglg
    kernel_size: 31
    rank: 8
    dropout: 0.1
    gate_hidden: 16
    gate_entropy_reg: 0.0
    gate_mode: fixed_0.5
train:
  name: default
  seq_len: 96
  label_len: 48
  pred_len: 96
  batch_size: 32
  num_workers: 4
  train_epochs: 10
  patience: 3
  learning_rate: 0.0001
  loss: mse
  lradj: type1
  weight_decay: 0.0
  gradient_clip: 1.0
  use_amp: true
  log_interval: 50
  val_interval: 1
  checkpoint_dir: checkpoints
  use_wandb: false
  wandb_project: vglg-tsf
seed: 2022
device: cuda
project: vglg-tsf
run_name: null
tag: ablation_fixed_gate

============================================================
Loaded data | train=36696 val=5175 test=10444
Built model: metatsf_vglg | params=34,314
  epoch 1 batch 50/1146 loss=0.731662
  epoch 1 batch 100/1146 loss=0.686225
  epoch 1 batch 150/1146 loss=0.642499
  epoch 1 batch 200/1146 loss=0.609871
  epoch 1 batch 250/1146 loss=0.601319
  epoch 1 batch 300/1146 loss=0.585201
  epoch 1 batch 350/1146 loss=0.578377
  epoch 1 batch 400/1146 loss=0.571880
  epoch 1 batch 450/1146 loss=0.561434
  epoch 1 batch 500/1146 loss=0.557165
  epoch 1 batch 550/1146 loss=0.548328
  epoch 1 batch 600/1146 loss=0.541794
  epoch 1 batch 650/1146 loss=0.535851
  epoch 1 batch 700/1146 loss=0.532102
  epoch 1 batch 750/1146 loss=0.530548
  epoch 1 batch 800/1146 loss=0.526026
  epoch 1 batch 850/1146 loss=0.527571
  epoch 1 batch 900/1146 loss=0.524036
  epoch 1 batch 950/1146 loss=0.519942
  epoch 1 batch 1000/1146 loss=0.517420
  epoch 1 batch 1050/1146 loss=0.517748
  epoch 1 batch 1100/1146 loss=0.512615
Epoch 1 | train_loss=0.511482 val_mse=0.422739 val_mae=0.292078 (8.3s)
  Validation improved to 0.422739; saved checkpoint.
  epoch 2 batch 50/1146 loss=0.414630
  epoch 2 batch 100/1146 loss=0.448267
  epoch 2 batch 150/1146 loss=0.434792
  epoch 2 batch 200/1146 loss=0.437838
  epoch 2 batch 250/1146 loss=0.448035
  epoch 2 batch 300/1146 loss=0.441327
  epoch 2 batch 350/1146 loss=0.443710
  epoch 2 batch 400/1146 loss=0.437402
  epoch 2 batch 450/1146 loss=0.435317
  epoch 2 batch 500/1146 loss=0.442638
  epoch 2 batch 550/1146 loss=0.445216
  epoch 2 batch 600/1146 loss=0.441820
  epoch 2 batch 650/1146 loss=0.441572
  epoch 2 batch 700/1146 loss=0.439934
  epoch 2 batch 750/1146 loss=0.438654
  epoch 2 batch 800/1146 loss=0.436957
  epoch 2 batch 850/1146 loss=0.438131
  epoch 2 batch 900/1146 loss=0.436992
  epoch 2 batch 950/1146 loss=0.435834
  epoch 2 batch 1000/1146 loss=0.433603
  epoch 2 batch 1050/1146 loss=0.434928
  epoch 2 batch 1100/1146 loss=0.438901
Epoch 2 | train_loss=0.438451 val_mse=0.408746 val_mae=0.281357 (8.3s)
  Validation improved to 0.408746; saved checkpoint.
  epoch 3 batch 50/1146 loss=0.381853
  epoch 3 batch 100/1146 loss=0.416727
  epoch 3 batch 150/1146 loss=0.412609
  epoch 3 batch 200/1146 loss=0.421329
  epoch 3 batch 250/1146 loss=0.431631
  epoch 3 batch 300/1146 loss=0.440362
  epoch 3 batch 350/1146 loss=0.435091
  epoch 3 batch 400/1146 loss=0.427407
  epoch 3 batch 450/1146 loss=0.421574
  epoch 3 batch 500/1146 loss=0.424879
  epoch 3 batch 550/1146 loss=0.422953
  epoch 3 batch 600/1146 loss=0.418505
  epoch 3 batch 650/1146 loss=0.423174
  epoch 3 batch 700/1146 loss=0.422628
  epoch 3 batch 750/1146 loss=0.420097
  epoch 3 batch 800/1146 loss=0.421791
  epoch 3 batch 850/1146 loss=0.420734
  epoch 3 batch 900/1146 loss=0.420045
  epoch 3 batch 950/1146 loss=0.421743
  epoch 3 batch 1000/1146 loss=0.420154
  epoch 3 batch 1050/1146 loss=0.424441
  epoch 3 batch 1100/1146 loss=0.424868
Epoch 3 | train_loss=0.425391 val_mse=0.404243 val_mae=0.277384 (8.4s)
  Validation improved to 0.404243; saved checkpoint.
  epoch 4 batch 50/1146 loss=0.429071
  epoch 4 batch 100/1146 loss=0.426841
  epoch 4 batch 150/1146 loss=0.412965
  epoch 4 batch 200/1146 loss=0.407055
  epoch 4 batch 250/1146 loss=0.406921
  epoch 4 batch 300/1146 loss=0.404973
  epoch 4 batch 350/1146 loss=0.403192
  epoch 4 batch 400/1146 loss=0.399602
  epoch 4 batch 450/1146 loss=0.401806
  epoch 4 batch 500/1146 loss=0.407116
  epoch 4 batch 550/1146 loss=0.406849
  epoch 4 batch 600/1146 loss=0.415334
  epoch 4 batch 650/1146 loss=0.419091
  epoch 4 batch 700/1146 loss=0.416464
  epoch 4 batch 750/1146 loss=0.420349
  epoch 4 batch 800/1146 loss=0.419591
  epoch 4 batch 850/1146 loss=0.416873
  epoch 4 batch 900/1146 loss=0.419859
  epoch 4 batch 950/1146 loss=0.418210
  epoch 4 batch 1000/1146 loss=0.420941
