============================================================
data:
  name: ettm1
  root_path: data/ETT-small
  data_path: ETTm1.csv
  data_kind: ETTm
  features: M
  target: OT
  freq: t
  n_vars: 7
model:
  name: metatsf_attn
  type: transformer
  d_model: 128
  n_layers: 2
  dropout: 0.1
  channel_mlp_mult: 2
  revin: true
  affine: true
  mixer:
    type: attn
    n_heads: 4
    dropout: 0.1
train:
  name: default
  seq_len: 96
  label_len: 48
  pred_len: 720
  batch_size: 32
  num_workers: 4
  train_epochs: 30
  patience: 8
  learning_rate: 0.001
  loss: mse
  lradj: type3
  weight_decay: 0.0001
  gradient_clip: 1.0
  use_amp: true
  gpu_resident_data: false
  matmul_precision: highest
  log_interval: 50
  val_interval: 1
  checkpoint_dir: checkpoints
  use_wandb: false
  wandb_project: vglg-tsf
seed: 2021
device: cuda
project: vglg-tsf
run_name: null
tag: metatsf_tuned3

============================================================
Loaded data | train=33745 val=10801 test=10801
Built model: metatsf_attn | params=237,896
  epoch 1 batch 50/1054 loss=0.551420
  epoch 1 batch 100/1054 loss=0.517220
  epoch 1 batch 150/1054 loss=0.505416
  epoch 1 batch 200/1054 loss=0.497826
  epoch 1 batch 250/1054 loss=0.493311
  epoch 1 batch 300/1054 loss=0.490160
  epoch 1 batch 350/1054 loss=0.486504
  epoch 1 batch 400/1054 loss=0.484563
  epoch 1 batch 450/1054 loss=0.481844
  epoch 1 batch 500/1054 loss=0.479473
  epoch 1 batch 550/1054 loss=0.476958
  epoch 1 batch 600/1054 loss=0.474809
  epoch 1 batch 650/1054 loss=0.473736
  epoch 1 batch 700/1054 loss=0.473058
  epoch 1 batch 750/1054 loss=0.471581
  epoch 1 batch 800/1054 loss=0.469932
  epoch 1 batch 850/1054 loss=0.469153
  epoch 1 batch 900/1054 loss=0.468447
  epoch 1 batch 950/1054 loss=0.467460
  epoch 1 batch 1000/1054 loss=0.466820
  epoch 1 batch 1050/1054 loss=0.465698
Epoch 1 | train_loss=0.465544 val_mse=0.984496 val_mae=0.655559 (17.9s)
  Validation improved to 0.984496; saved checkpoint.
  epoch 2 batch 50/1054 loss=0.434075
  epoch 2 batch 100/1054 loss=0.446753
  epoch 2 batch 150/1054 loss=0.445790
  epoch 2 batch 200/1054 loss=0.443906
  epoch 2 batch 250/1054 loss=0.443270
  epoch 2 batch 300/1054 loss=0.443337
  epoch 2 batch 350/1054 loss=0.443329
  epoch 2 batch 400/1054 loss=0.443502
  epoch 2 batch 450/1054 loss=0.442919
  epoch 2 batch 500/1054 loss=0.442458
  epoch 2 batch 550/1054 loss=0.441422
  epoch 2 batch 600/1054 loss=0.441411
  epoch 2 batch 650/1054 loss=0.441207
  epoch 2 batch 700/1054 loss=0.442547
  epoch 2 batch 750/1054 loss=0.442024
  epoch 2 batch 800/1054 loss=0.441086
  epoch 2 batch 850/1054 loss=0.440817
  epoch 2 batch 900/1054 loss=0.440062
  epoch 2 batch 950/1054 loss=0.440241
  epoch 2 batch 1000/1054 loss=0.440445
  epoch 2 batch 1050/1054 loss=0.440320
Epoch 2 | train_loss=0.440355 val_mse=0.975596 val_mae=0.652507 (17.4s)
  Validation improved to 0.975596; saved checkpoint.
  epoch 3 batch 50/1054 loss=0.433484
  epoch 3 batch 100/1054 loss=0.429711
  epoch 3 batch 150/1054 loss=0.433100
  epoch 3 batch 200/1054 loss=0.434452
  epoch 3 batch 250/1054 loss=0.434670
  epoch 3 batch 300/1054 loss=0.434280
  epoch 3 batch 350/1054 loss=0.433974
  epoch 3 batch 400/1054 loss=0.433160
  epoch 3 batch 450/1054 loss=0.433511
  epoch 3 batch 500/1054 loss=0.434089
  epoch 3 batch 550/1054 loss=0.433549
  epoch 3 batch 600/1054 loss=0.433570
  epoch 3 batch 650/1054 loss=0.433047
  epoch 3 batch 700/1054 loss=0.432811
  epoch 3 batch 750/1054 loss=0.432643
  epoch 3 batch 800/1054 loss=0.432523
  epoch 3 batch 850/1054 loss=0.431818
  epoch 3 batch 900/1054 loss=0.431596
  epoch 3 batch 950/1054 loss=0.431544
  epoch 3 batch 1000/1054 loss=0.431608
  epoch 3 batch 1050/1054 loss=0.430971
Epoch 3 | train_loss=0.430880 val_mse=0.966905 val_mae=0.648105 (17.5s)
  Validation improved to 0.966905; saved checkpoint.
  epoch 4 batch 50/1054 loss=0.414710
  epoch 4 batch 100/1054 loss=0.419382
  epoch 4 batch 150/1054 loss=0.420017
  epoch 4 batch 200/1054 loss=0.421654
  epoch 4 batch 250/1054 loss=0.421814
  epoch 4 batch 300/1054 loss=0.423468
  epoch 4 batch 350/1054 loss=0.424192
  epoch 4 batch 400/1054 loss=0.422673
  epoch 4 batch 450/1054 loss=0.423373
  epoch 4 batch 500/1054 loss=0.423469
  epoch 4 batch 550/1054 loss=0.422679
  epoch 4 batch 600/1054 loss=0.422492
  epoch 4 batch 650/1054 loss=0.422591
  epoch 4 batch 700/1054 loss=0.423155
  epoch 4 batch 750/1054 loss=0.423444
  epoch 4 batch 800/1054 loss=0.423153
  epoch 4 batch 850/1054 loss=0.423606
  epoch 4 batch 900/1054 loss=0.423687
  epoch 4 batch 950/1054 loss=0.423731
  epoch 4 batch 1000/1054 loss=0.423581
  epoch 4 batch 1050/1054 loss=0.423613
Epoch 4 | train_loss=0.423595 val_mse=0.968578 val_mae=0.649424 (17.3s)
  EarlyStopping: 1/8
  epoch 5 batch 50/1054 loss=0.415200
  epoch 5 batch 100/1054 loss=0.414536
  epoch 5 batch 150/1054 loss=0.416388
  epoch 5 batch 200/1054 loss=0.419994
  epoch 5 batch 250/1054 loss=0.419729
  epoch 5 batch 300/1054 loss=0.417987
  epoch 5 batch 350/1054 loss=0.418824
  epoch 5 batch 400/1054 loss=0.419772
  epoch 5 batch 450/1054 loss=0.419699
  epoch 5 batch 500/1054 loss=0.420552
  epoch 5 batch 550/1054 loss=0.420296
  epoch 5 batch 600/1054 loss=0.421135
  epoch 5 batch 650/1054 loss=0.420228
  epoch 5 batch 700/1054 loss=0.419656
  epoch 5 batch 750/1054 loss=0.419542
  epoch 5 batch 800/1054 loss=0.418898
  epoch 5 batch 850/1054 loss=0.418150
  epoch 5 batch 900/1054 loss=0.417619
  epoch 5 batch 950/1054 loss=0.416876
  epoch 5 batch 1000/1054 loss=0.416595
