============================================================
data:
  name: ettm1
  root_path: data/ETT-small
  data_path: ETTm1.csv
  data_kind: ETTm
  features: M
  target: OT
  freq: t
  n_vars: 7
model:
  name: metatsf_mlp
  type: mlp
  d_model: 128
  n_layers: 2
  dropout: 0.1
  channel_mlp_mult: 2
  revin: true
  affine: true
  mixer:
    type: mlp
    hidden_mult: 2
    dropout: 0.1
train:
  name: default
  seq_len: 96
  label_len: 48
  pred_len: 720
  batch_size: 32
  num_workers: 4
  train_epochs: 30
  patience: 8
  learning_rate: 0.001
  loss: mse
  lradj: type3
  weight_decay: 0.0001
  gradient_clip: 1.0
  use_amp: true
  gpu_resident_data: false
  matmul_precision: highest
  log_interval: 50
  val_interval: 1
  checkpoint_dir: checkpoints
  use_wandb: false
  wandb_project: vglg-tsf
seed: 2021
device: cuda
project: vglg-tsf
run_name: null
tag: metatsf_tuned3

============================================================
Loaded data | train=33745 val=10801 test=10801
Built model: metatsf_mlp | params=237,640
  epoch 1 batch 50/1054 loss=0.538456
  epoch 1 batch 100/1054 loss=0.509955
  epoch 1 batch 150/1054 loss=0.499391
  epoch 1 batch 200/1054 loss=0.490990
  epoch 1 batch 250/1054 loss=0.484586
  epoch 1 batch 300/1054 loss=0.480580
  epoch 1 batch 350/1054 loss=0.478297
  epoch 1 batch 400/1054 loss=0.476952
  epoch 1 batch 450/1054 loss=0.475700
  epoch 1 batch 500/1054 loss=0.473800
  epoch 1 batch 550/1054 loss=0.473319
  epoch 1 batch 600/1054 loss=0.472123
  epoch 1 batch 650/1054 loss=0.470956
  epoch 1 batch 700/1054 loss=0.470895
  epoch 1 batch 750/1054 loss=0.468966
  epoch 1 batch 800/1054 loss=0.467541
  epoch 1 batch 850/1054 loss=0.466869
  epoch 1 batch 900/1054 loss=0.465825
  epoch 1 batch 950/1054 loss=0.464935
  epoch 1 batch 1000/1054 loss=0.464342
  epoch 1 batch 1050/1054 loss=0.464078
Epoch 1 | train_loss=0.463926 val_mse=0.975431 val_mae=0.650246 (15.9s)
  Validation improved to 0.975431; saved checkpoint.
  epoch 2 batch 50/1054 loss=0.446888
  epoch 2 batch 100/1054 loss=0.447752
  epoch 2 batch 150/1054 loss=0.445342
  epoch 2 batch 200/1054 loss=0.444341
  epoch 2 batch 250/1054 loss=0.446590
  epoch 2 batch 300/1054 loss=0.444460
  epoch 2 batch 350/1054 loss=0.444222
  epoch 2 batch 400/1054 loss=0.444887
  epoch 2 batch 450/1054 loss=0.445632
  epoch 2 batch 500/1054 loss=0.445453
  epoch 2 batch 550/1054 loss=0.444513
  epoch 2 batch 600/1054 loss=0.444564
  epoch 2 batch 650/1054 loss=0.444240
  epoch 2 batch 700/1054 loss=0.444335
  epoch 2 batch 750/1054 loss=0.444030
  epoch 2 batch 800/1054 loss=0.443339
  epoch 2 batch 850/1054 loss=0.443012
  epoch 2 batch 900/1054 loss=0.442558
  epoch 2 batch 950/1054 loss=0.442311
  epoch 2 batch 1000/1054 loss=0.441925
  epoch 2 batch 1050/1054 loss=0.441598
Epoch 2 | train_loss=0.441461 val_mse=0.971817 val_mae=0.651370 (15.6s)
  Validation improved to 0.971817; saved checkpoint.
  epoch 3 batch 50/1054 loss=0.433909
  epoch 3 batch 100/1054 loss=0.435140
  epoch 3 batch 150/1054 loss=0.431882
  epoch 3 batch 200/1054 loss=0.432226
  epoch 3 batch 250/1054 loss=0.431051
  epoch 3 batch 300/1054 loss=0.431922
  epoch 3 batch 350/1054 loss=0.432782
  epoch 3 batch 400/1054 loss=0.432866
  epoch 3 batch 450/1054 loss=0.433235
  epoch 3 batch 500/1054 loss=0.432112
  epoch 3 batch 550/1054 loss=0.431573
  epoch 3 batch 600/1054 loss=0.432302
  epoch 3 batch 650/1054 loss=0.432415
  epoch 3 batch 700/1054 loss=0.432875
  epoch 3 batch 750/1054 loss=0.432717
  epoch 3 batch 800/1054 loss=0.432240
  epoch 3 batch 850/1054 loss=0.432282
  epoch 3 batch 900/1054 loss=0.432593
  epoch 3 batch 950/1054 loss=0.432642
  epoch 3 batch 1000/1054 loss=0.432472
  epoch 3 batch 1050/1054 loss=0.432348
Epoch 3 | train_loss=0.432177 val_mse=0.972516 val_mae=0.651565 (15.7s)
  EarlyStopping: 1/8
  epoch 4 batch 50/1054 loss=0.420023
  epoch 4 batch 100/1054 loss=0.423742
  epoch 4 batch 150/1054 loss=0.428439
  epoch 4 batch 200/1054 loss=0.430341
  epoch 4 batch 250/1054 loss=0.430258
  epoch 4 batch 300/1054 loss=0.431302
  epoch 4 batch 350/1054 loss=0.430300
  epoch 4 batch 400/1054 loss=0.428533
  epoch 4 batch 450/1054 loss=0.427102
  epoch 4 batch 500/1054 loss=0.426369
  epoch 4 batch 550/1054 loss=0.426533
  epoch 4 batch 600/1054 loss=0.426258
  epoch 4 batch 650/1054 loss=0.426415
  epoch 4 batch 700/1054 loss=0.426457
  epoch 4 batch 750/1054 loss=0.425632
  epoch 4 batch 800/1054 loss=0.425432
  epoch 4 batch 850/1054 loss=0.425335
  epoch 4 batch 900/1054 loss=0.425055
  epoch 4 batch 950/1054 loss=0.424867
  epoch 4 batch 1000/1054 loss=0.424960
  epoch 4 batch 1050/1054 loss=0.424566
Epoch 4 | train_loss=0.424537 val_mse=0.977765 val_mae=0.652670 (15.6s)
  EarlyStopping: 2/8
  epoch 5 batch 50/1054 loss=0.412447
  epoch 5 batch 100/1054 loss=0.411247
  epoch 5 batch 150/1054 loss=0.414910
  epoch 5 batch 200/1054 loss=0.417102
  epoch 5 batch 250/1054 loss=0.418566
  epoch 5 batch 300/1054 loss=0.419652
  epoch 5 batch 350/1054 loss=0.418580
  epoch 5 batch 400/1054 loss=0.418118
  epoch 5 batch 450/1054 loss=0.417325
  epoch 5 batch 500/1054 loss=0.417479
  epoch 5 batch 550/1054 loss=0.418020
  epoch 5 batch 600/1054 loss=0.418542
  epoch 5 batch 650/1054 loss=0.418031
  epoch 5 batch 700/1054 loss=0.417636
  epoch 5 batch 750/1054 loss=0.418135
  epoch 5 batch 800/1054 loss=0.418489
  epoch 5 batch 850/1054 loss=0.418570
  epoch 5 batch 900/1054 loss=0.418644
  epoch 5 batch 950/1054 loss=0.418589
  epoch 5 batch 1000/1054 loss=0.418624
  epoch 5 batch 1050/1054 loss=0.418634
Epoch 5 | train_loss=0.418538 val_mse=0.976133 val_mae=0.654027 (16.3s)
  EarlyStopping: 3/8
  epoch 6 batch 50/1054 loss=0.417649
  epoch 6 batch 100/1054 loss=0.413744
  epoch 6 batch 150/1054 loss=0.413969
  epoch 6 batch 200/1054 loss=0.411581
  epoch 6 batch 250/1054 loss=0.412558
  epoch 6 batch 300/1054 loss=0.413707
  epoch 6 batch 350/1054 loss=0.413480
  epoch 6 batch 400/1054 loss=0.412409
  epoch 6 batch 450/1054 loss=0.411602
  epoch 6 batch 500/1054 loss=0.411896
  epoch 6 batch 550/1054 loss=0.412113
  epoch 6 batch 600/1054 loss=0.412419
  epoch 6 batch 650/1054 loss=0.412532
  epoch 6 batch 700/1054 loss=0.413080
  epoch 6 batch 750/1054 loss=0.413440
  epoch 6 batch 800/1054 loss=0.413576
  epoch 6 batch 850/1054 loss=0.413758
  epoch 6 batch 900/1054 loss=0.413585
  epoch 6 batch 950/1054 loss=0.413172
  epoch 6 batch 1000/1054 loss=0.412560
  epoch 6 batch 1050/1054 loss=0.412845
Epoch 6 | train_loss=0.412760 val_mse=0.980438 val_mae=0.657126 (15.0s)
  EarlyStopping: 4/8
  epoch 7 batch 50/1054 loss=0.416601
  epoch 7 batch 100/1054 loss=0.408153
  epoch 7 batch 150/1054 loss=0.406416
  epoch 7 batch 200/1054 loss=0.405622
  epoch 7 batch 250/1054 loss=0.408275
  epoch 7 batch 300/1054 loss=0.406479
  epoch 7 batch 350/1054 loss=0.408803
  epoch 7 batch 400/1054 loss=0.409255
  epoch 7 batch 450/1054 loss=0.410807
  epoch 7 batch 500/1054 loss=0.410690
  epoch 7 batch 550/1054 loss=0.410222
  epoch 7 batch 600/1054 loss=0.411025
  epoch 7 batch 650/1054 loss=0.411162
  epoch 7 batch 700/1054 loss=0.411174
  epoch 7 batch 750/1054 loss=0.410159
  epoch 7 batch 800/1054 loss=0.409908
  epoch 7 batch 850/1054 loss=0.409495
