============================================================
data:
  name: weather
  root_path: data/weather
  data_path: weather.csv
  data_kind: custom
  features: M
  target: OT
  freq: t
  n_vars: 21
model:
  name: metatsf_vglg
  type: vglg
  d_model: 128
  n_layers: 2
  dropout: 0.1
  channel_mlp_mult: 2
  revin: true
  affine: true
  mixer:
    type: vglg
    kernel_size: 31
    rank: 8
    dropout: 0.1
    gate_hidden: 16
    gate_entropy_reg: 0.0
    gate_mode: learned
train:
  name: default
  seq_len: 96
  label_len: 48
  pred_len: 336
  batch_size: 32
  num_workers: 4
  train_epochs: 30
  patience: 8
  learning_rate: 0.001
  loss: mse
  lradj: type3
  weight_decay: 0.001
  gradient_clip: 1.0
  use_amp: true
  gpu_resident_data: false
  matmul_precision: highest
  log_interval: 50
  val_interval: 1
  checkpoint_dir: checkpoints
  use_wandb: false
  wandb_project: vglg-tsf
seed: 2021
device: cuda
project: vglg-tsf
run_name: null
tag: metatsf_tuned2

============================================================
Loaded data | train=36456 val=4935 test=10204
Built model: metatsf_vglg | params=65,274
  epoch 1 batch 50/1139 loss=0.733199
  epoch 1 batch 100/1139 loss=0.676630
  epoch 1 batch 150/1139 loss=0.656932
  epoch 1 batch 200/1139 loss=0.638854
  epoch 1 batch 250/1139 loss=0.617504
  epoch 1 batch 300/1139 loss=0.614795
  epoch 1 batch 350/1139 loss=0.608897
  epoch 1 batch 400/1139 loss=0.603155
  epoch 1 batch 450/1139 loss=0.596567
  epoch 1 batch 500/1139 loss=0.595517
  epoch 1 batch 550/1139 loss=0.590441
  epoch 1 batch 600/1139 loss=0.586550
  epoch 1 batch 650/1139 loss=0.583962
  epoch 1 batch 700/1139 loss=0.580200
  epoch 1 batch 750/1139 loss=0.578428
  epoch 1 batch 800/1139 loss=0.577220
  epoch 1 batch 850/1139 loss=0.575768
  epoch 1 batch 900/1139 loss=0.573283
  epoch 1 batch 950/1139 loss=0.571010
  epoch 1 batch 1000/1139 loss=0.569591
  epoch 1 batch 1050/1139 loss=0.567995
  epoch 1 batch 1100/1139 loss=0.567876
Epoch 1 | train_loss=0.567706 val_mse=0.552297 val_mae=0.373967 (25.8s)
  Validation improved to 0.552297; saved checkpoint.
  epoch 2 batch 50/1139 loss=0.546400
  epoch 2 batch 100/1139 loss=0.545995
  epoch 2 batch 150/1139 loss=0.535438
  epoch 2 batch 200/1139 loss=0.533417
  epoch 2 batch 250/1139 loss=0.534397
  epoch 2 batch 300/1139 loss=0.532534
  epoch 2 batch 350/1139 loss=0.530404
  epoch 2 batch 400/1139 loss=0.532351
  epoch 2 batch 450/1139 loss=0.533529
  epoch 2 batch 500/1139 loss=0.531841
  epoch 2 batch 550/1139 loss=0.535773
  epoch 2 batch 600/1139 loss=0.533876
  epoch 2 batch 650/1139 loss=0.531918
  epoch 2 batch 700/1139 loss=0.531309
  epoch 2 batch 750/1139 loss=0.530972
  epoch 2 batch 800/1139 loss=0.532439
  epoch 2 batch 850/1139 loss=0.531399
  epoch 2 batch 900/1139 loss=0.532905
  epoch 2 batch 950/1139 loss=0.531849
  epoch 2 batch 1000/1139 loss=0.530458
  epoch 2 batch 1050/1139 loss=0.530514
  epoch 2 batch 1100/1139 loss=0.531740
Epoch 2 | train_loss=0.533558 val_mse=0.551920 val_mae=0.373803 (26.6s)
  Validation improved to 0.551920; saved checkpoint.
  epoch 3 batch 50/1139 loss=0.573842
  epoch 3 batch 100/1139 loss=0.560284
  epoch 3 batch 150/1139 loss=0.547249
  epoch 3 batch 200/1139 loss=0.546009
  epoch 3 batch 250/1139 loss=0.539801
  epoch 3 batch 300/1139 loss=0.541598
  epoch 3 batch 350/1139 loss=0.540425
  epoch 3 batch 400/1139 loss=0.538356
  epoch 3 batch 450/1139 loss=0.535038
  epoch 3 batch 500/1139 loss=0.534817
  epoch 3 batch 550/1139 loss=0.533146
  epoch 3 batch 600/1139 loss=0.532440
  epoch 3 batch 650/1139 loss=0.530647
  epoch 3 batch 700/1139 loss=0.530745
  epoch 3 batch 750/1139 loss=0.528591
  epoch 3 batch 800/1139 loss=0.528076
  epoch 3 batch 850/1139 loss=0.527235
  epoch 3 batch 900/1139 loss=0.526350
  epoch 3 batch 950/1139 loss=0.524578
  epoch 3 batch 1000/1139 loss=0.524896
  epoch 3 batch 1050/1139 loss=0.524361
  epoch 3 batch 1100/1139 loss=0.525011
