============================================================
data:
  name: electricity
  root_path: data/electricity
  data_path: electricity.csv
  data_kind: custom
  features: M
  target: OT
  freq: h
  n_vars: 321
model:
  name: metatsf_vglg
  type: vglg
  d_model: 128
  n_layers: 2
  dropout: 0.1
  channel_mlp_mult: 2
  revin: true
  affine: true
  mixer:
    type: vglg
    kernel_size: 51
    rank: 8
    dropout: 0.1
    gate_hidden: 16
    gate_entropy_reg: 0.0
    gate_mode: learned
train:
  name: default
  seq_len: 96
  label_len: 48
  pred_len: 96
  batch_size: 16
  num_workers: 4
  train_epochs: 10
  patience: 3
  learning_rate: 0.0001
  loss: mse
  lradj: type1
  weight_decay: 0.0
  gradient_clip: 1.0
  use_amp: true
  log_interval: 50
  val_interval: 1
  checkpoint_dir: checkpoints
  use_wandb: false
  wandb_project: vglg-tsf
seed: 2022
device: cuda
project: vglg-tsf
run_name: null
tag: ablation_kernel_51

============================================================
Loaded data | train=18221 val=2537 test=5165
Built model: metatsf_vglg | params=891,954
  epoch 1 batch 50/1138 loss=0.825767
  epoch 1 batch 100/1138 loss=0.657160
  epoch 1 batch 150/1138 loss=0.567883
  epoch 1 batch 200/1138 loss=0.511555
  epoch 1 batch 250/1138 loss=0.470821
  epoch 1 batch 300/1138 loss=0.441318
  epoch 1 batch 350/1138 loss=0.417616
  epoch 1 batch 400/1138 loss=0.399205
  epoch 1 batch 450/1138 loss=0.383682
  epoch 1 batch 500/1138 loss=0.370399
  epoch 1 batch 550/1138 loss=0.358866
  epoch 1 batch 600/1138 loss=0.348403
  epoch 1 batch 650/1138 loss=0.338763
  epoch 1 batch 700/1138 loss=0.329999
  epoch 1 batch 750/1138 loss=0.322452
  epoch 1 batch 800/1138 loss=0.315444
  epoch 1 batch 850/1138 loss=0.308982
  epoch 1 batch 900/1138 loss=0.303191
  epoch 1 batch 950/1138 loss=0.297723
  epoch 1 batch 1000/1138 loss=0.292729
  epoch 1 batch 1050/1138 loss=0.288242
  epoch 1 batch 1100/1138 loss=0.283697
Epoch 1 | train_loss=0.280622 val_mse=0.170149 val_mae=0.270521 (14.2s)
  Validation improved to 0.170149; saved checkpoint.
  epoch 2 batch 50/1138 loss=0.186303
  epoch 2 batch 100/1138 loss=0.185219
  epoch 2 batch 150/1138 loss=0.184362
  epoch 2 batch 200/1138 loss=0.183141
  epoch 2 batch 250/1138 loss=0.181392
  epoch 2 batch 300/1138 loss=0.180680
  epoch 2 batch 350/1138 loss=0.180071
  epoch 2 batch 400/1138 loss=0.179160
  epoch 2 batch 450/1138 loss=0.178170
  epoch 2 batch 500/1138 loss=0.176889
  epoch 2 batch 550/1138 loss=0.175983
  epoch 2 batch 600/1138 loss=0.175478
  epoch 2 batch 650/1138 loss=0.174673
  epoch 2 batch 700/1138 loss=0.174080
  epoch 2 batch 750/1138 loss=0.173227
  epoch 2 batch 800/1138 loss=0.172765
  epoch 2 batch 850/1138 loss=0.172278
  epoch 2 batch 900/1138 loss=0.171745
  epoch 2 batch 950/1138 loss=0.171218
  epoch 2 batch 1000/1138 loss=0.170797
  epoch 2 batch 1050/1138 loss=0.170180
  epoch 2 batch 1100/1138 loss=0.169571
Epoch 2 | train_loss=0.169143 val_mse=0.154704 val_mae=0.256383 (13.1s)
  Validation improved to 0.154704; saved checkpoint.
  epoch 3 batch 50/1138 loss=0.155533
  epoch 3 batch 100/1138 loss=0.155770
  epoch 3 batch 150/1138 loss=0.154311
  epoch 3 batch 200/1138 loss=0.153883
  epoch 3 batch 250/1138 loss=0.153578
  epoch 3 batch 300/1138 loss=0.153464
  epoch 3 batch 350/1138 loss=0.153270
  epoch 3 batch 400/1138 loss=0.153055
  epoch 3 batch 450/1138 loss=0.153126
  epoch 3 batch 500/1138 loss=0.152897
  epoch 3 batch 550/1138 loss=0.152735
  epoch 3 batch 600/1138 loss=0.152515
  epoch 3 batch 650/1138 loss=0.152222
  epoch 3 batch 700/1138 loss=0.151848
  epoch 3 batch 750/1138 loss=0.151831
  epoch 3 batch 800/1138 loss=0.151623
  epoch 3 batch 850/1138 loss=0.151332
  epoch 3 batch 900/1138 loss=0.151177
  epoch 3 batch 950/1138 loss=0.150903
  epoch 3 batch 1000/1138 loss=0.150588
  epoch 3 batch 1050/1138 loss=0.150340
  epoch 3 batch 1100/1138 loss=0.150215
Epoch 3 | train_loss=0.150133 val_mse=0.149344 val_mae=0.250153 (13.3s)
  Validation improved to 0.149344; saved checkpoint.
  epoch 4 batch 50/1138 loss=0.145875
  epoch 4 batch 100/1138 loss=0.145310
  epoch 4 batch 150/1138 loss=0.144966
  epoch 4 batch 200/1138 loss=0.144836
  epoch 4 batch 250/1138 loss=0.144451
  epoch 4 batch 300/1138 loss=0.144293
  epoch 4 batch 350/1138 loss=0.144171
  epoch 4 batch 400/1138 loss=0.143809
  epoch 4 batch 450/1138 loss=0.143770
  epoch 4 batch 500/1138 loss=0.144087
  epoch 4 batch 550/1138 loss=0.144210
  epoch 4 batch 600/1138 loss=0.143851
  epoch 4 batch 650/1138 loss=0.143861
  epoch 4 batch 700/1138 loss=0.143755
  epoch 4 batch 750/1138 loss=0.143620
  epoch 4 batch 800/1138 loss=0.143472
  epoch 4 batch 850/1138 loss=0.143276
  epoch 4 batch 900/1138 loss=0.143052
  epoch 4 batch 950/1138 loss=0.142930
  epoch 4 batch 1000/1138 loss=0.142729
  epoch 4 batch 1050/1138 loss=0.142684
  epoch 4 batch 1100/1138 loss=0.142504
Epoch 4 | train_loss=0.142450 val_mse=0.146897 val_mae=0.247244 (13.4s)
  Validation improved to 0.146897; saved checkpoint.
  epoch 5 batch 50/1138 loss=0.140837
  epoch 5 batch 100/1138 loss=0.141724
  epoch 5 batch 150/1138 loss=0.139955
  epoch 5 batch 200/1138 loss=0.139868
  epoch 5 batch 250/1138 loss=0.139751
  epoch 5 batch 300/1138 loss=0.139490
  epoch 5 batch 350/1138 loss=0.139581
  epoch 5 batch 400/1138 loss=0.139483
  epoch 5 batch 450/1138 loss=0.139406
  epoch 5 batch 500/1138 loss=0.139524
  epoch 5 batch 550/1138 loss=0.139352
  epoch 5 batch 600/1138 loss=0.139534
  epoch 5 batch 650/1138 loss=0.139246
  epoch 5 batch 700/1138 loss=0.139169
  epoch 5 batch 750/1138 loss=0.139016
  epoch 5 batch 800/1138 loss=0.139037
  epoch 5 batch 850/1138 loss=0.139026
  epoch 5 batch 900/1138 loss=0.139003
  epoch 5 batch 950/1138 loss=0.139005
  epoch 5 batch 1000/1138 loss=0.138778
  epoch 5 batch 1050/1138 loss=0.138696
  epoch 5 batch 1100/1138 loss=0.138643
Epoch 5 | train_loss=0.138620 val_mse=0.145957 val_mae=0.246015 (13.4s)
  Validation improved to 0.145957; saved checkpoint.
  epoch 6 batch 50/1138 loss=0.136312
  epoch 6 batch 100/1138 loss=0.136832
  epoch 6 batch 150/1138 loss=0.136833
  epoch 6 batch 200/1138 loss=0.136687
  epoch 6 batch 250/1138 loss=0.136666
  epoch 6 batch 300/1138 loss=0.136502
  epoch 6 batch 350/1138 loss=0.136670
  epoch 6 batch 400/1138 loss=0.137277
  epoch 6 batch 450/1138 loss=0.137269
  epoch 6 batch 500/1138 loss=0.136817
  epoch 6 batch 550/1138 loss=0.137106
  epoch 6 batch 600/1138 loss=0.137000
  epoch 6 batch 650/1138 loss=0.136926
  epoch 6 batch 700/1138 loss=0.137007
  epoch 6 batch 750/1138 loss=0.136893
  epoch 6 batch 800/1138 loss=0.136888
  epoch 6 batch 850/1138 loss=0.136828
  epoch 6 batch 900/1138 loss=0.136794
  epoch 6 batch 950/1138 loss=0.136708
  epoch 6 batch 1000/1138 loss=0.136577
  epoch 6 batch 1050/1138 loss=0.136570
  epoch 6 batch 1100/1138 loss=0.136606
Epoch 6 | train_loss=0.136692 val_mse=0.145635 val_mae=0.245762 (13.5s)
  Validation improved to 0.145635; saved checkpoint.
  epoch 7 batch 50/1138 loss=0.135952
  epoch 7 batch 100/1138 loss=0.136085
  epoch 7 batch 150/1138 loss=0.135471
  epoch 7 batch 200/1138 loss=0.135450
  epoch 7 batch 250/1138 loss=0.135680
  epoch 7 batch 300/1138 loss=0.135583
  epoch 7 batch 350/1138 loss=0.135889
  epoch 7 batch 400/1138 loss=0.136133
  epoch 7 batch 450/1138 loss=0.136372
  epoch 7 batch 500/1138 loss=0.136137
  epoch 7 batch 550/1138 loss=0.136106
  epoch 7 batch 600/1138 loss=0.136133
  epoch 7 batch 650/1138 loss=0.136190
  epoch 7 batch 700/1138 loss=0.136124
  epoch 7 batch 750/1138 loss=0.136037
  epoch 7 batch 800/1138 loss=0.136082
  epoch 7 batch 850/1138 loss=0.136071
  epoch 7 batch 900/1138 loss=0.135911
  epoch 7 batch 950/1138 loss=0.135747
  epoch 7 batch 1000/1138 loss=0.135697
  epoch 7 batch 1050/1138 loss=0.135674
  epoch 7 batch 1100/1138 loss=0.135698
Epoch 7 | train_loss=0.135728 val_mse=0.145401 val_mae=0.245513 (13.3s)
  Validation improved to 0.145401; saved checkpoint.
  epoch 8 batch 50/1138 loss=0.133494
  epoch 8 batch 100/1138 loss=0.134267
  epoch 8 batch 150/1138 loss=0.134398
  epoch 8 batch 200/1138 loss=0.135483
  epoch 8 batch 250/1138 loss=0.135517
  epoch 8 batch 300/1138 loss=0.135560
  epoch 8 batch 350/1138 loss=0.135565
  epoch 8 batch 400/1138 loss=0.135259
  epoch 8 batch 450/1138 loss=0.135145
  epoch 8 batch 500/1138 loss=0.135159
  epoch 8 batch 550/1138 loss=0.135139
  epoch 8 batch 600/1138 loss=0.135025
  epoch 8 batch 650/1138 loss=0.135126
  epoch 8 batch 700/1138 loss=0.134986
  epoch 8 batch 750/1138 loss=0.135079
  epoch 8 batch 800/1138 loss=0.135101
  epoch 8 batch 850/1138 loss=0.135183
  epoch 8 batch 900/1138 loss=0.135168
  epoch 8 batch 950/1138 loss=0.135194
  epoch 8 batch 1000/1138 loss=0.135327
  epoch 8 batch 1050/1138 loss=0.135277
  epoch 8 batch 1100/1138 loss=0.135199
Epoch 8 | train_loss=0.135230 val_mse=0.145414 val_mae=0.245485 (13.3s)
  EarlyStopping: 1/3
  epoch 9 batch 50/1138 loss=0.134635
  epoch 9 batch 100/1138 loss=0.135269
  epoch 9 batch 150/1138 loss=0.135947
  epoch 9 batch 200/1138 loss=0.135618
  epoch 9 batch 250/1138 loss=0.135909
  epoch 9 batch 300/1138 loss=0.135945
